2025-09-17 19:57:47 | INFO | Consumer interrupted by user.
2025-09-17 20:01:23 | INFO | {'message': 'I just loved JavaScript! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-17 20:01:23', 'category': 'tech', 'sentiment': 0.05, 'keyword_mentioned': 'JavaScript', 'message_length': 38}
2025-09-17 20:01:23 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just loved JavaScript! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-17 20:01:23', 'category': 'tech', 'sentiment': 0.05, 'keyword_mentioned': 'JavaScript', 'message_length': 38}
2025-09-17 20:01:28 | INFO | {'message': 'I just loved travel! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-17 20:01:28', 'category': 'travel', 'sentiment': 0.77, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-17 20:01:28 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just loved travel! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-17 20:01:28', 'category': 'travel', 'sentiment': 0.77, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-17 20:01:33 | INFO | {'message': 'I just tried game! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-17 20:01:33', 'category': 'gaming', 'sentiment': 0.48, 'keyword_mentioned': 'game', 'message_length': 34}
2025-09-17 20:01:33 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried game! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-17 20:01:33', 'category': 'gaming', 'sentiment': 0.48, 'keyword_mentioned': 'game', 'message_length': 34}
2025-09-17 20:01:38 | INFO | {'message': 'I just loved a story! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-17 20:01:38', 'category': 'other', 'sentiment': 0.69, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-17 20:01:38 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just loved a story! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-17 20:01:38', 'category': 'other', 'sentiment': 0.69, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-17 20:01:43 | INFO | {'message': 'I just tried recipe! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-17 20:01:43', 'category': 'food', 'sentiment': 0.14, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-09-17 20:01:43 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried recipe! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-17 20:01:43', 'category': 'food', 'sentiment': 0.14, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-09-17 20:01:48 | INFO | {'message': 'I just found a trick! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-17 20:01:48', 'category': 'other', 'sentiment': 0.41, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-17 20:01:48 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just found a trick! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-17 20:01:48', 'category': 'other', 'sentiment': 0.41, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-17 20:01:53 | INFO | {'message': 'I just shared a meme! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-17 20:01:53', 'category': 'humor', 'sentiment': 0.94, 'keyword_mentioned': 'meme', 'message_length': 35}
2025-09-17 20:01:53 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just shared a meme! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-17 20:01:53', 'category': 'humor', 'sentiment': 0.94, 'keyword_mentioned': 'meme', 'message_length': 35}
2025-09-17 20:01:58 | INFO | {'message': 'I just saw recipe! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-17 20:01:58', 'category': 'food', 'sentiment': 0.12, 'keyword_mentioned': 'recipe', 'message_length': 32}
2025-09-17 20:01:58 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just saw recipe! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-17 20:01:58', 'category': 'food', 'sentiment': 0.12, 'keyword_mentioned': 'recipe', 'message_length': 32}
2025-09-17 20:02:03 | INFO | {'message': 'I just saw an app! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-17 20:02:03', 'category': 'other', 'sentiment': 0.28, 'keyword_mentioned': 'other', 'message_length': 33}
2025-09-17 20:02:03 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just saw an app! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-17 20:02:03', 'category': 'other', 'sentiment': 0.28, 'keyword_mentioned': 'other', 'message_length': 33}
2025-09-17 20:02:08 | INFO | {'message': 'I just saw recipe! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-17 20:02:08', 'category': 'food', 'sentiment': 0.44, 'keyword_mentioned': 'recipe', 'message_length': 33}
2025-09-17 20:02:08 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just saw recipe! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-17 20:02:08', 'category': 'food', 'sentiment': 0.44, 'keyword_mentioned': 'recipe', 'message_length': 33}
2025-09-17 20:02:13 | INFO | {'message': 'I just found a trick! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-17 20:02:13', 'category': 'other', 'sentiment': 0.5, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-17 20:02:13 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just found a trick! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-17 20:02:13', 'category': 'other', 'sentiment': 0.5, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-17 20:02:18 | INFO | {'message': 'I just tried a story! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-17 20:02:18', 'category': 'other', 'sentiment': 0.55, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-17 20:02:18 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried a story! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-17 20:02:18', 'category': 'other', 'sentiment': 0.55, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-17 20:02:23 | INFO | {'message': 'I just tried a meme! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-17 20:02:23', 'category': 'humor', 'sentiment': 0.06, 'keyword_mentioned': 'meme', 'message_length': 37}
2025-09-17 20:02:23 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried a meme! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-17 20:02:23', 'category': 'humor', 'sentiment': 0.06, 'keyword_mentioned': 'meme', 'message_length': 37}
2025-09-17 20:02:28 | INFO | {'message': 'I just tried game! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-17 20:02:28', 'category': 'gaming', 'sentiment': 0.3, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-17 20:02:28 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried game! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-17 20:02:28', 'category': 'gaming', 'sentiment': 0.3, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-17 20:02:33 | INFO | {'message': 'I just loved JavaScript! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-17 20:02:33', 'category': 'tech', 'sentiment': 0.15, 'keyword_mentioned': 'JavaScript', 'message_length': 41}
2025-09-17 20:02:33 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just loved JavaScript! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-17 20:02:33', 'category': 'tech', 'sentiment': 0.15, 'keyword_mentioned': 'JavaScript', 'message_length': 41}
2025-09-17 20:02:38 | INFO | {'message': 'I just loved a trick! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-17 20:02:38', 'category': 'other', 'sentiment': 0.25, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-17 20:02:38 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just loved a trick! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-17 20:02:38', 'category': 'other', 'sentiment': 0.25, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-17 20:02:43 | INFO | {'message': 'I just saw recipe! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-17 20:02:43', 'category': 'food', 'sentiment': 0.29, 'keyword_mentioned': 'recipe', 'message_length': 35}
2025-09-17 20:02:43 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just saw recipe! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-17 20:02:43', 'category': 'food', 'sentiment': 0.29, 'keyword_mentioned': 'recipe', 'message_length': 35}
2025-09-17 20:02:48 | INFO | {'message': 'I just saw a story! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-17 20:02:48', 'category': 'other', 'sentiment': 0.77, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-17 20:02:48 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just saw a story! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-17 20:02:48', 'category': 'other', 'sentiment': 0.77, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-17 20:02:53 | INFO | {'message': 'I just found an app! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-17 20:02:53', 'category': 'other', 'sentiment': 0.45, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-17 20:02:53 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just found an app! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-17 20:02:53', 'category': 'other', 'sentiment': 0.45, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-17 20:02:58 | INFO | {'message': 'I just shared a trick! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-17 20:02:58', 'category': 'other', 'sentiment': 1.0, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-17 20:02:58 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just shared a trick! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-17 20:02:58', 'category': 'other', 'sentiment': 1.0, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-17 20:03:03 | INFO | {'message': 'I just saw JavaScript! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-17 20:03:03', 'category': 'tech', 'sentiment': 0.79, 'keyword_mentioned': 'JavaScript', 'message_length': 36}
2025-09-17 20:03:03 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just saw JavaScript! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-17 20:03:03', 'category': 'tech', 'sentiment': 0.79, 'keyword_mentioned': 'JavaScript', 'message_length': 36}
2025-09-17 20:03:08 | INFO | {'message': 'I just tried Python! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-17 20:03:08', 'category': 'tech', 'sentiment': 0.02, 'keyword_mentioned': 'Python', 'message_length': 34}
2025-09-17 20:03:08 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried Python! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-17 20:03:08', 'category': 'tech', 'sentiment': 0.02, 'keyword_mentioned': 'Python', 'message_length': 34}
2025-09-17 20:03:13 | INFO | {'message': 'I just shared JavaScript! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-17 20:03:13', 'category': 'tech', 'sentiment': 0.62, 'keyword_mentioned': 'JavaScript', 'message_length': 41}
2025-09-17 20:03:13 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just shared JavaScript! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-17 20:03:13', 'category': 'tech', 'sentiment': 0.62, 'keyword_mentioned': 'JavaScript', 'message_length': 41}
2025-09-17 20:03:18 | INFO | {'message': 'I just tried game! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-17 20:03:18', 'category': 'gaming', 'sentiment': 0.4, 'keyword_mentioned': 'game', 'message_length': 35}
2025-09-17 20:03:18 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried game! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-17 20:03:18', 'category': 'gaming', 'sentiment': 0.4, 'keyword_mentioned': 'game', 'message_length': 35}
2025-09-17 20:03:23 | INFO | {'message': 'I just loved game! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-17 20:03:23', 'category': 'gaming', 'sentiment': 0.51, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-17 20:03:23 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just loved game! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-17 20:03:23', 'category': 'gaming', 'sentiment': 0.51, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-17 20:03:28 | INFO | {'message': 'I just found game! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-17 20:03:28', 'category': 'gaming', 'sentiment': 0.02, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-17 20:03:28 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just found game! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-17 20:03:28', 'category': 'gaming', 'sentiment': 0.02, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-17 20:03:33 | INFO | {'message': 'I just shared Python! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-17 20:03:33', 'category': 'tech', 'sentiment': 0.62, 'keyword_mentioned': 'Python', 'message_length': 38}
2025-09-17 20:03:33 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just shared Python! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-17 20:03:33', 'category': 'tech', 'sentiment': 0.62, 'keyword_mentioned': 'Python', 'message_length': 38}
2025-09-17 20:03:38 | INFO | {'message': 'I just saw JavaScript! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-17 20:03:38', 'category': 'tech', 'sentiment': 0.22, 'keyword_mentioned': 'JavaScript', 'message_length': 36}
2025-09-17 20:03:38 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just saw JavaScript! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-17 20:03:38', 'category': 'tech', 'sentiment': 0.22, 'keyword_mentioned': 'JavaScript', 'message_length': 36}
2025-09-17 20:03:43 | INFO | {'message': 'I just tried a trick! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-17 20:03:43', 'category': 'other', 'sentiment': 0.94, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-17 20:03:43 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried a trick! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-17 20:03:43', 'category': 'other', 'sentiment': 0.94, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-17 20:03:48 | INFO | {'message': 'I just shared game! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-17 20:03:48', 'category': 'gaming', 'sentiment': 0.98, 'keyword_mentioned': 'game', 'message_length': 34}
2025-09-17 20:03:48 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just shared game! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-17 20:03:48', 'category': 'gaming', 'sentiment': 0.98, 'keyword_mentioned': 'game', 'message_length': 34}
2025-09-17 20:03:53 | INFO | {'message': 'I just shared a trick! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-17 20:03:53', 'category': 'other', 'sentiment': 0.09, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-17 20:03:53 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just shared a trick! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-17 20:03:53', 'category': 'other', 'sentiment': 0.09, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-17 20:03:58 | INFO | {'message': 'I just saw Python! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-17 20:03:58', 'category': 'tech', 'sentiment': 0.11, 'keyword_mentioned': 'Python', 'message_length': 33}
2025-09-17 20:03:58 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just saw Python! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-17 20:03:58', 'category': 'tech', 'sentiment': 0.11, 'keyword_mentioned': 'Python', 'message_length': 33}
2025-09-17 20:04:03 | INFO | {'message': 'I just loved an app! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-17 20:04:03', 'category': 'other', 'sentiment': 0.54, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-17 20:04:03 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just loved an app! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-17 20:04:03', 'category': 'other', 'sentiment': 0.54, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-17 20:04:08 | INFO | {'message': 'I just loved recipe! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-17 20:04:08', 'category': 'food', 'sentiment': 0.85, 'keyword_mentioned': 'recipe', 'message_length': 37}
2025-09-17 20:04:08 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just loved recipe! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-17 20:04:08', 'category': 'food', 'sentiment': 0.85, 'keyword_mentioned': 'recipe', 'message_length': 37}
2025-09-17 20:04:13 | INFO | {'message': 'I just shared recipe! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-17 20:04:13', 'category': 'food', 'sentiment': 0.61, 'keyword_mentioned': 'recipe', 'message_length': 35}
2025-09-17 20:04:13 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just shared recipe! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-17 20:04:13', 'category': 'food', 'sentiment': 0.61, 'keyword_mentioned': 'recipe', 'message_length': 35}
2025-09-17 20:04:18 | INFO | {'message': 'I just saw an app! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-17 20:04:18', 'category': 'other', 'sentiment': 0.3, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-17 20:04:18 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just saw an app! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-17 20:04:18', 'category': 'other', 'sentiment': 0.3, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-17 20:04:23 | INFO | {'message': 'I just loved game! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-17 20:04:23', 'category': 'gaming', 'sentiment': 0.46, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-17 20:04:23 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just loved game! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-17 20:04:23', 'category': 'gaming', 'sentiment': 0.46, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-17 20:04:28 | INFO | {'message': 'I just shared travel! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-17 20:04:28', 'category': 'travel', 'sentiment': 0.08, 'keyword_mentioned': 'travel', 'message_length': 35}
2025-09-17 20:04:28 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just shared travel! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-17 20:04:28', 'category': 'travel', 'sentiment': 0.08, 'keyword_mentioned': 'travel', 'message_length': 35}
2025-09-17 20:04:33 | INFO | {'message': 'I just loved a story! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-17 20:04:33', 'category': 'other', 'sentiment': 0.99, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-17 20:04:33 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just loved a story! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-17 20:04:33', 'category': 'other', 'sentiment': 0.99, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-17 20:04:38 | INFO | {'message': 'I just shared recipe! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-17 20:04:38', 'category': 'food', 'sentiment': 0.98, 'keyword_mentioned': 'recipe', 'message_length': 35}
2025-09-17 20:04:38 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just shared recipe! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-17 20:04:38', 'category': 'food', 'sentiment': 0.98, 'keyword_mentioned': 'recipe', 'message_length': 35}
2025-09-17 20:04:43 | INFO | {'message': 'I just tried game! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-17 20:04:43', 'category': 'gaming', 'sentiment': 0.41, 'keyword_mentioned': 'game', 'message_length': 34}
2025-09-17 20:04:43 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried game! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-17 20:04:43', 'category': 'gaming', 'sentiment': 0.41, 'keyword_mentioned': 'game', 'message_length': 34}
2025-09-17 20:04:48 | INFO | {'message': 'I just loved an app! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-17 20:04:48', 'category': 'other', 'sentiment': 0.4, 'keyword_mentioned': 'other', 'message_length': 34}
